"pair_id"	"region"	"pos"	"donor_freq"	"recip_freq"
1	"HA"	628	0.00897106	0
1	"M"	84	0.00628619	0
1	"NP"	1362	0.01127655	0
1	"NP"	1529	0.005851605	0
1	"NS"	289	0.01372645	0
1	"PA"	1013	0.00866167	0
1	"PA"	159	0.008355265	0
1	"PA"	1612	0.01151525	0
1	"PA"	1924	0.01722415	0
1	"PB1"	2052	0.00807319	0
1	"PB1"	2110	0.0508213	0
1	"PB2"	1677	0.00604173	0
1	"PB2"	2146	0.02359875	0
1	"PB2"	2150	0.02429525	0
1	"M"	854	0	0.02124195
1	"NA_"	1162	0	0.0184306
1	"NA_"	245	0	0.02724075
1	"NA_"	843	0	0.1511095
1	"NA_"	950	0	0.01021867
1	"NP"	52	0	0.007074215
1	"PA"	1220	0	0.0974758
1	"PA"	1611	0	0.006204925
1	"PA"	1923	0	0.03026425
1	"PA"	2130	0	0.02699435
1	"PB1"	1368	0	0.00652071
1	"PB1"	1463	0	0.0207462
1	"PB1"	402	0	0.0341425
1	"PB1"	428	0	0.2389195
1	"PB2"	1384	0	0.006602995
1	"PB2"	1947	0	0.0314713
1	"PB2"	602	0	0.01006365
1	"M"	31	0	0.0078888
2	"M"	997	0.00620764	0.00739651
2	"PA"	2010	0.009297775	0
2	"PA"	404	0.00736451	0
2	"PB1"	1073	0.1080855	1
2	"PB2"	821	0.02203235	0
2	"HA"	91	0	0.1485055
2	"M"	379	0	0.01203435
2	"M"	589	0	0.0153736
2	"NP"	377	0	0.006649825
2	"NP"	934	0	0.0176471
2	"NS"	389	0	0.00832679
2	"NS"	789	0	0.1168635
2	"PA"	1392	0	0.134849
2	"PB1"	1733	0	0.00818556
2	"PB1"	1767	0	0.009029195
2	"PB2"	2048	0	0.0182133
2	"NS"	696	0	0.08551145
2	"PB1"	369	0	0.01256665
3	"M"	997	0.00620764	0.00616173
3	"PA"	2010	0.009297775	0
3	"PA"	404	0.00736451	0
3	"PB1"	1073	0.1080855	1
3	"PB2"	821	0.02203235	0
3	"HA"	1328	0	0.0207945
3	"HA"	526	0	0.03819055
3	"HA"	858	0	0.0134808
3	"HA"	872	0	0.01350395
3	"NA_"	1066	0	0.01361865
3	"NA_"	1311	0	0.00749429
3	"NA_"	53	0	0.00790001
3	"NP"	943	0	0.006954925
3	"NS"	66	0	0.008823135
3	"PA"	409	0	0.00793186
3	"PB2"	1106	0	0.02499165
3	"PB2"	1386	0	0.005433605
3	"PB2"	2290	0	0.00655464
3	"PB2"	462	0	0.207709
3	"PB1"	239	0	0.00976444
4	"HA"	91	0.1485055	0
4	"M"	379	0.01203435	0
4	"M"	589	0.0153736	0
4	"M"	997	0.00739651	0.00620764
4	"NP"	377	0.006649825	0
4	"NP"	934	0.0176471	0
4	"NS"	389	0.00832679	0
4	"NS"	789	0.1168635	0
4	"PA"	1392	0.134849	0
4	"PB1"	1733	0.00818556	0
4	"PB1"	1767	0.009029195	0
4	"PB2"	2048	0.0182133	0
4	"NS"	696	0.08551145	0
4	"PB1"	369	0.01256665	0
4	"PA"	2010	0	0.009297775
4	"PA"	404	0	0.00736451
4	"PB1"	1073	1	0.1080855
4	"PB2"	821	0	0.02203235
5	"HA"	91	0.1485055	0
5	"M"	379	0.01203435	0
5	"M"	589	0.0153736	0
5	"M"	997	0.00739651	0.00616173
5	"NP"	377	0.006649825	0
5	"NP"	934	0.0176471	0
5	"NS"	389	0.00832679	0
5	"NS"	789	0.1168635	0
5	"PA"	1392	0.134849	0
5	"PB1"	1733	0.00818556	0
5	"PB1"	1767	0.009029195	0
5	"PB2"	2048	0.0182133	0
5	"NS"	696	0.08551145	0
5	"PB1"	369	0.01256665	0
5	"HA"	1328	0	0.0207945
5	"HA"	526	0	0.03819055
5	"HA"	858	0	0.0134808
5	"HA"	872	0	0.01350395
5	"NA_"	1066	0	0.01361865
5	"NA_"	1311	0	0.00749429
5	"NA_"	53	0	0.00790001
5	"NP"	943	0	0.006954925
5	"NS"	66	0	0.008823135
5	"PA"	409	0	0.00793186
5	"PB2"	1106	0	0.02499165
5	"PB2"	1386	0	0.005433605
5	"PB2"	2290	0	0.00655464
5	"PB2"	462	0	0.207709
5	"PB1"	239	0	0.00976444
6	"HA"	1328	0.0207945	0
6	"HA"	526	0.03819055	0
6	"HA"	858	0.0134808	0
6	"HA"	872	0.01350395	0
6	"M"	997	0.00616173	0.00739651
6	"NA_"	1066	0.01361865	0
6	"NA_"	1311	0.00749429	0
6	"NA_"	53	0.00790001	0
6	"NP"	943	0.006954925	0
6	"NS"	66	0.008823135	0
6	"PA"	409	0.00793186	0
6	"PB2"	1106	0.02499165	0
6	"PB2"	1386	0.005433605	0
6	"PB2"	2290	0.00655464	0
6	"PB2"	462	0.207709	0
6	"PB1"	239	0.00976444	0
6	"HA"	91	0	0.1485055
6	"M"	379	0	0.01203435
6	"M"	589	0	0.0153736
6	"NP"	377	0	0.006649825
6	"NP"	934	0	0.0176471
6	"NS"	389	0	0.00832679
6	"NS"	789	0	0.1168635
6	"PA"	1392	0	0.134849
6	"PB1"	1733	0	0.00818556
6	"PB1"	1767	0	0.009029195
6	"PB2"	2048	0	0.0182133
6	"NS"	696	0	0.08551145
6	"PB1"	369	0	0.01256665
7	"HA"	1328	0.0207945	0
7	"HA"	526	0.03819055	0
7	"HA"	858	0.0134808	0
7	"HA"	872	0.01350395	0
7	"M"	997	0.00616173	0.00620764
7	"NA_"	1066	0.01361865	0
7	"NA_"	1311	0.00749429	0
7	"NA_"	53	0.00790001	0
7	"NP"	943	0.006954925	0
7	"NS"	66	0.008823135	0
7	"PA"	409	0.00793186	0
7	"PB2"	1106	0.02499165	0
7	"PB2"	1386	0.005433605	0
7	"PB2"	2290	0.00655464	0
7	"PB2"	462	0.207709	0
7	"PB1"	239	0.00976444	0
7	"PA"	2010	0	0.009297775
7	"PA"	404	0	0.00736451
7	"PB1"	1073	1	0.1080855
7	"PB2"	821	0	0.02203235
8	"M"	850	0.005472665	0
8	"NA_"	554	0.00662244	0
8	"PA"	1077	0.02054865	0
8	"PA"	2037	0.00562392	0
8	"PB2"	2145	0.007238015	0
8	"PB2"	246	0.00623899	0
8	"HA"	526	0	0.008860085
8	"M"	870	0	0.007724965
8	"NA_"	762	0	0.007819225
8	"PB2"	50	0	0.03038295
8	"PB2"	522	0	0.007396105
9	"HA"	39	0.2266655	1
9	"PB2"	331	0.01505465	0
9	"HA"	855	0	0.008608255
9	"NA_"	285	0	0.01477807
9	"NA_"	70	0	0.009769805
10	"HA"	1498	0.007142625	0
10	"HA"	564	0.4612425	0
10	"HA"	66	0.01072446	0
10	"M"	685	0.00940487	0
10	"M"	997	0.00726364	0
10	"NA_"	1366	0.02210765	0
10	"NP"	1094	0.0057478	0
10	"NS"	286	0.00875166	0
10	"NS"	447	0.005708755	0
10	"PA"	1801	0.0082801	0
10	"PA"	1803	0.008038355	0
10	"PA"	1809	0.130515	0
10	"PA"	1819	0.016649	0
10	"PA"	1822	0.005425755	0
10	"PA"	281	0.01926165	0
10	"PA"	320	0.00688395	0
10	"PA"	416	0.00753052	0
10	"PA"	532	0.1022248	0
10	"PB1"	1008	0.009212805	0
10	"PB1"	1392	0.009678235	0
10	"PB1"	2049	0.07241995	0
10	"PB1"	495	0.0583498	0
10	"PB2"	2064	0.01458955	0
10	"PB2"	494	0.01143061	0
10	"PB2"	759	0.01103857	0
10	"NS"	56	0.005947315	0
10	"HA"	686	0	0.1824705
10	"M"	607	0	0.0346557
10	"M"	802	0	0.00783005
10	"NA_"	710	0	0.0195665
10	"NP"	1084	0	0.059611
10	"NP"	377	0	0.0093664
10	"PA"	1987	0	0.0231672
10	"PB2"	2037	1	0.03969795
10	"PB2"	242	0	0.009716955
10	"PB2"	246	0	0.009946625
11	"M"	997	0.005964295	0
11	"NA_"	1180	0.02057775	0
11	"PA"	113	0.01244995	0
11	"PA"	120	0.01311055	0
11	"PA"	128	0.01451625	0
11	"PA"	35	0.0170478	0
11	"PA"	94	0.01341445	0
11	"NP"	1196	0	0.01170529
11	"NP"	184	0	0.00890382
11	"NP"	347	0	0.00853604
11	"NP"	358	0	0.01062945
11	"NP"	377	0	0.009591745
11	"NS"	819	0	0.01203879
11	"PA"	1722	0	0.0201963
11	"PA"	261	0	0.00911171
11	"PA"	552	0	0.010116485
11	"PB2"	1954	1	0.2204175
11	"PB2"	212	0	0.04655785
11	"PB2"	242	0	0.0120836
11	"PB2"	246	0	0.01157875
12	"HA"	1212	0.0098743	0
12	"HA"	665	0.3656575	1
12	"NP"	377	0.00877111	0
12	"NP"	868	0.00652984	0
12	"PA"	1231	0.00913611	0
12	"PB2"	242	0.00995568	0
12	"PB2"	246	0.009813495	0
12	"PB2"	771	0.008683855	0
12	"PB2"	905	0.1138413	0
12	"NS"	241	0	0.009539235
13	"NA_"	1013	0.1404239	0
13	"NA_"	418	0.13044605	0
13	"M"	952	0	0.03179465
13	"NA_"	1121	0	0.01122969
13	"NP"	301	0	0.0160041
13	"PA"	1938	0	0.0562828
13	"PA"	243	0	0.18567
13	"PB1"	2068	0	0.0417486
13	"PB2"	1840	0	0.00942175
13	"PB2"	1886	0	0.0285548
13	"PB2"	1977	0	0.0458815
13	"PB2"	2035	0	0.07326595
13	"PB2"	242	0	0.005637535
13	"PB2"	334	0	0.11507
13	"PB2"	561	0	0.1357325
13	"PB1"	159	0	0.007718415
14	"NA_"	524	0.0161838	0
14	"PB1"	1895	0.02095905	0.0351704
14	"NS"	672	0.421819	0.07969775
14	"NS"	297	0	0.007552075
14	"PA"	2012	0	0.006419585
14	"PA"	363	0	0.01162285
14	"PB1"	2027	0	0.00676143
15	"HA"	1454	0.13121645	0
15	"HA"	647	0.012881215	0
15	"HA"	758	0.14437935	0
15	"M"	982	0.00988647	0
15	"NA_"	475	0.00696456	0
15	"NA_"	787	0.006197965	0
15	"NA_"	868	0.007107735	1
15	"PA"	1926	0.008770895	0
15	"PA"	323	0.09196025	0
15	"PB2"	636	0.0170082	0
15	"HA"	1118	0	0.00688135
15	"HA"	459	0	0.249986
15	"M"	576	0	0.067628
15	"NA_"	388	0	0.0060477
15	"NA_"	604	0	0.01535515
15	"NS"	456	0	0.1430785
15	"PA"	1729	0	0.1012127
15	"PB1"	2031	0	0.02186165
15	"PB1"	63	0	0.00971111
15	"PB1"	707	0	0.01221205
15	"PB2"	68	0	0.0148421
16	"M"	875	0.006058525	0
16	"NA_"	427	0.019567965	0
16	"NA_"	494	0.02173187	0
16	"NA_"	718	0.0280281	0
16	"NP"	223	0.017136535	1
16	"NP"	328	0.014801765	0
16	"NP"	377	0.009443915	0
16	"NP"	982	0.016714565	0
16	"NS"	192	0.00846386	0
16	"PA"	1101	0.0170809	0
16	"PB1"	547	0.016922165	0
16	"PB1"	656	0.02855685	0
16	"PB2"	1224	0.01749195	0
16	"NS"	703	0.0142274	0
16	"NA_"	209	0	0.03910465
16	"PA"	1652	0	0.007158065
16	"PB1"	589	0	0.006998065
17	"M"	625	0.25045	0
17	"M"	893	0.00794197	0
17	"NP"	377	0.006624375	0
17	"PB1"	2248	0.013418445	0
17	"PB2"	242	0.01156815	0
17	"PB1"	206	0.02123215	0
17	"HA"	1349	0	0.0363631
17	"NA_"	1194	0	0.0136167
17	"NP"	1156	0	0.0945581
17	"NP"	1447	0	0.0517124
17	"M"	780	0	0.02424255
18	"M"	904	0.012136745	0
18	"NA_"	795	0.0170356	0
18	"NP"	1000	0.06476375	0
18	"NP"	377	0.00946277	0
18	"NP"	814	0.00672255	0
18	"NP"	912	0.00547334	0
18	"PB1"	2085	0.0089483	0
18	"PB2"	1134	0.007822615	0
18	"PB2"	1378	0.00989396	0
18	"PB2"	2232	0.0264365	0
18	"PB2"	552	0.0163926	0
18	"PB2"	596	0.02497755	0
18	"PB1"	372	0.0162572	0
18	NA	NA	NA	NA
19	"NA_"	1312	0.0237334	0
19	"NP"	429	0.006404715	0
19	"PA"	199	0.02153845	0
19	"PA"	468	0.0226764	0
19	"PB1"	657	0.0522063	0
19	"PB2"	286	0.0233035	0
19	"NP"	428	0	0.01492555
19	"PA"	156	0	0.00743084
19	"PA"	1940	0	0.020955545
19	"PA"	2025	0	0.03973045
19	"PA"	267	0	0.0164982
19	"PB1"	1141	0	0.0241414
19	"PB2"	2052	0	0.02875344
19	"PB2"	419	0	0.0345665
20	"HA"	1103	0.00681836	0
20	"HA"	219	0.006763925	0
20	"HA"	626	0.01199595	0
20	"HA"	628	0.0140153	0.0133591
20	"HA"	836	0.03330645	0
20	"NA_"	169	0.007890995	0
20	"NA_"	52	0.0157026	0
20	"NA_"	569	0.02621565	0
20	"NP"	543	0.01303335	0
20	"PA"	193	0.02512435	0
20	"PB1"	2031	0.0446437	0
20	"PB1"	2169	0.00884768	0
20	"PB1"	284	0.007768115	0
20	"PB2"	2067	0.00747884	0
20	"PB2"	2071	0.01119785	0
20	"PB2"	242	0.01258575	0
20	"HA"	1301	0	0.010520705
20	"HA"	791	0	0.01154955
20	"NA_"	276	0	0.006590135
20	"NA_"	58	0	0.02295025
20	"NS"	435	0	0.0160467
20	"PA"	1414	0	0.0145035
20	"PA"	848	0	0.010106735
20	"PB1"	2256	0	0.0065721
20	"NS"	597	0	0.0116775
21	"HA"	1354	0.07123585	1
21	"HA"	582	0.016634075	0
21	"M"	321	0.007048045	0
21	"M"	517	0.008904615	0
21	"NA_"	102	0.0345463	0
21	"NA_"	459	0.02712015	0
21	"NP"	377	0.00850671	0
21	"NP"	899	0.07588545	0
21	"PA"	1101	0.3092785	0
21	"PA"	1704	0.0416315	0
21	"PB1"	1385	0.0236965	0
21	"PB1"	1386	0.465736	0
21	"PB2"	242	0.013040175	0
21	"PB2"	246	0.0123144	0
21	"PB2"	249	0.009616585	0
21	"HA"	1623	0	0.0297763
21	"HA"	500	0	0.0225408
21	"HA"	799	0	0.00916162
21	"M"	547	0	0.01594715
21	"NA_"	399	0	0.009453925
21	"NA_"	83	0	0.0072365
21	"PB2"	891	0	0.0322394
22	"HA"	1334	0.0115696	0
22	"HA"	225	0.006521455	0
22	"HA"	49	0.0159675	0
22	"NA_"	901	0.0192036	0
22	"NP"	377	0.00940031	0
22	"PA"	302	0.005597855	0
22	"PB2"	242	0.00738771	0
22	"PB2"	246	0.009202545	0
22	"PB2"	915	0.0649125	0
22	"PA"	330	0	0.03296695
22	"PA"	435	0	0.01891715
22	"PA"	438	0	0.0194614
22	"PB1"	1802	0	0.010474785
22	"PB1"	51	0	0.050281
22	"PB2"	1699	0	0.0220583
22	"PB2"	1933	0	0.013631225
23	"M"	504	0.00880932	0
23	"M"	997	0.00772609	0
23	"NP"	271	0.01072168	0
23	"NP"	377	0.00775037	0
23	"PA"	1503	0.008695695	0
23	"NA_"	1208	0	0.177581
23	"NP"	1105	0	0.010400095
23	"NP"	493	0	0.007225795
23	"PB2"	102	0	0.0768375
24	"HA"	628	0.009692935	0
24	"HA"	754	0.012785025	0
24	"NA_"	282	0.00906403	0
24	"PA"	1502	0.03981725	0.0205091
24	"PA"	1616	0.0319428	0
24	"PA"	1969	NA	NA
24	"PB1"	537	0.02973745	0
24	"PB1"	548	0.0211959	0
24	"PB1"	859	0.01790765	0
24	"PB2"	170	0.009827485	0
24	"PB2"	42	0.03212875	0
24	"PB2"	945	0.008077735	0
24	"HA"	1205	0	0.012927
24	"NA_"	1097	0	0.0188809
24	"NA_"	486	0	0.00651267
24	"NP"	687	0	0.0067464
24	"NS"	374	1	0.110564
24	"PA"	168	0	0.2534435
24	"PA"	1945	0	0.03870095
24	"PA"	1946	0	0.03966445
24	"PA"	1948	0	0.035868
24	"PA"	1949	0	0.03519515
24	"PA"	1954	0	0.03372605
24	"PA"	1957	0	0.03721745
24	"PA"	1959	0	0.0429991
24	"PA"	1964	0	0.04374795
24	"PA"	1965	0	0.0406441
24	"PA"	1966	0	0.0428634
24	"PA"	801	0	0.009975155
24	"PB1"	2091	0	0.09616355
24	"PB1"	590	0	0.009637535
24	"PB2"	1623	0	0.008783655
24	"NS"	585	0	0.01402145
24	"NS"	603	0	0.01104965
