0.97673225	1
0.9919877	1
0.9860418	1
0.01126705	0.014862
0.97707035	1
0.98780565	1
0.9888769	1
0.99171708	1
0.9887622	1
0.27732	1
0.9808036	1
0.983535	1
0.99416051	1
0.992446185	1
0.99229241	1
0.99393475	1
0.9728559	1
0.98389815	1
0.9607934	1
0.988948725	1
0.99277482	1
0.97413795	1
0.99032584	1
0.8776553	1
0.99106906	1
0.97223435	1
0.9868024	1
0.91887245	1
0.91314515	1
0.9860553	1
0.98624915	1
0.6404855	1
0.9644842	1
1	0.92884265
1	0.9877346
1	0.9736467
1	0.99242269
1	0.96909285
1	0.6442075
1	0.91971835
1	0.98680225
1	0.992080725
1	0.649946
1	0.962331
1	0.98869225
1	0.98650885
1	0.96926605
1	0.97842035
1	0.982525
1	0.99146579
