0.97673225	1
0.9919877	1
0.9860418	1
0.01126705	0.01289855
0.97707035	1
0.98780565	1
0.9888769	1
0.99171708	1
0.9887622	1
0.27732	1
0.9808036	1
0.983535	1
0.99416051	1
0.992446185	1
0.99229241	1
0.99393475	1
0.9728559	1
0.98389815	1
0.9607934	1
0.988948725	1
0.99277482	1
0.97413795	1
0.99032584	1
0.8776553	1
0.99106906	1
0.97223435	1
0.9868024	1
0.91887245	1
0.91314515	1
0.9860553	1
0.98624915	1
0.6404855	1
0.9644842	1
1	0.99395637
1	0.9831303
1	0.97953165
1	0.98023475
1	0.9775957
1	0.989836525
1	0.9341556
1	0.9822675
1	0.96103185
1	0.9595709
1	0.99216205
1	0.96772655
1	0.99192352
1	0.990953425
1	0.9742949
1	0.987908395
1	0.991971255
1	0.99065605
1	0.95645785
1	0.99434789
1	0.9775803
1	0.9531577
1	0.9805412
1	0.99117749
1	0.9860084
1	0.98988112
1	0.98948385
1	0.9550258
1	0.9863104
1	0.9612307
1	0.99022538
1	0.9864521
1	0.99370173
1	0.989802835
1	0.98557185
